,id,name,description,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
820,1842000,Luxury air-con 3 bed apt. Arts and Sciences area,"****IMPORTANT INFO, in JUNE 2022 the pool can not be used due to maintenance work (re-tiling)<br /><br />In the city of Arts and Sciences, right opposite the Science Museum in Valencia, 110m2 apt. on first floor with lift, 3 double bedrooms, fully equipped kitchen, garage, air-con/heating, internet, all amenities walking distance, 2 full baths, pool. Prices differ according to number of people staying<br /><br /><b>The space</b><br />The location, the completeness of the apartment. You will not want for anything.<br /><br /><b>Guest access</b><br />The whole apartment is yours and you will have one private parking space in the garage!<br />The complex is residential, not a holiday complex. You will not be able to have stag or hen nights here, there are a lot of children living here. Please be aware of this.",What does everyone love about this area? Just google City of Arts and Sciences! In the apartment you will find maps and ideas for day trips and in the guestbook previous guests have also left their recommendations on what to see and where to go.,9222108,within a few hours,100%,94%,t,t,t,Entire rental unit,Entire home/apt,6,3.0,6.0,$125.00,3,1125,20,4.9,4.9,4.95,4.9,5.0,4.9,4.8,f
821,1842193,"Estudio, lugar singular ,wifi, AC, a pie calle","Situado en planta Baja, con entrada desde la calle, Es un espacio singular  en una finca preciosa catalogada pequeño pero acogedor y decorado con esmero, con un sofa cama   muy  confortable. Situado en el actualmente de moda barrio de Ruzafa, a 15 min. de El Carmen y a 10 de la ""Ciudad de las Artes y las Ciencias"". <br /><br />Mi alojamiento es bueno para parejas, aventureros, y viajeros de negocios.<br /><br /><b>The space</b><br />Es un alojamiento pequeño pero muy acogedor y tranquilo, totalmente equipado y situado en  un edificio catalogado del siglo XVIII , este alojamiento tiene entrada directamente de la calle, y aunque es una calle muy silenciosa  a pesar de estar en el corazón del barrio de moda, puedes oír algún ruido.<br />Equipado con aire acondicionado y calefacción, wifi, frigorífico, cocina, horno microondas, licuadora, hervidor, arrocera, tostadora, exprimidor, así como todos los utensilios de cocina y vajilla. <br /><br />Sábanas, edredones y toallas están incluidos. S","Sin duda, Ruzafa es el barrio valenciano de moda. Emergente y lleno de actividad, Ruzafa es una fantástica elección para salir. La oferta gastronómica es variada: bares y restaurantes abastecidos por el Mercado de Ruzafa. Cada vez son más los que eligen el barrio de Ruzafa para salir a cenar, ir de copas o salir de marcha. Te recomendamos los mejores sitios para salir por el barrio de Ruzafa:<br />Dónde comer<br />Descubre los mejores restaurantes para comer en Ruzafa:<br /><br />◦La Nonna. En La Nonna puedes disfrutar de los mejores platos de la cocina argentina e italiana. ¡Una delicia! C/ Puerto Rico,16.<br />◦La conservera. Un encantador local para degustar exquisitas latas de conservas de Portugal. C/Literato Azorín, 18.<br />◦La más bonita. El restaurante que está triunfando en la ciudad, ahora en C/Cádiz,61.<br />◦El rojo. Disfruta de los mejores pinchos en C/ Literato azorín, 10.<br />◦Tecolotes. Si lo que te gusta es la comida mexicana déjate caer por allí. C/Sueca 51.<br />◦E",9244329,within an hour,100%,100%,f,t,t,Tiny home,Entire home/apt,2,,1.0,$76.00,2,60,57,4.12,4.58,4.42,4.86,4.77,4.74,4.05,t
822,1947238,"RENTAL APARTMENT IN RUZAFA, VALENCIA","Temporal rental: nice and brightful apartment in the center of Valencia with 6 balconies. 3 bedrooms, can sleep up to 5 persons. high speed internet. Fifth floor with elevator. Located in the very nice district of Ruzafa, very spanish and avant-garde neighborhood.<br /><br /><b>The space</b><br />FULLY EQUIPPED THREE BEDROOM APARTMENT IN VALENCIA<br /><br />This fully equipped apartment for rent in Valencia is perfect for staying in the city of Valencia, Spain. It is located in the famous Ruzafa district, only 10 min walk from the old city and 20 minutes from the City of Arts and Sciences.<br /><br />Upon entering you will find a hall that leads to the sunny spacious living room with 2 comfortable new sofas and a table for 6 persons.<br /><br />It is a completely equipped apartment rental: complete kitchen with fridge, freezer, microwave, coffee maker, toaster, kettle, etc...<br /><br />There are 3 bedrooms: one with a 150cm double bed, a second one with two 105cm single beds and one w","It is surrounded by shops, supermarkets, outdoor cafes, art galleries and nice restaurants. Do not miss the typical Ruzafa fresh food market, where you will find the best local products.",2037083,within an hour,100%,99%,f,t,t,Entire rental unit,Entire home/apt,5,3.0,4.0,$106.00,28,330,47,4.74,4.83,4.79,4.94,4.94,4.91,4.78,t
823,1970631,Doble room well connected near Bioparc,"double room in a 3-room apartment, living room, kitchen. Quiet place, well connected with 3 subway lines that take you directly to the center, airport and the beach in max 10min. Nou d'Octubre station 1min walk from the house. free wifi. 2 minutes from Valencia History Museum, Parque Header and Bioparc. Mercadona and Carrefour 5min walking. Parking available and nearby.",,2814251,within an hour,100%,100%,f,t,t,Private room in rental unit,Private room,2,1.0,1.0,$25.00,2,1125,126,4.62,4.79,4.61,4.85,4.8,4.6,4.62,t
824,2000011,Precioso Loft en Valencia,"Disfruta de la sencillez de este alojamiento tranquilo y céntrico, ideal para una pareja que quiera pasar varios días en la ciudad. Ubicado muy cerca de las Torres de Quart, una de las entradas a la parte antigua de la Ciudad, del jardín botánico y del jardín del Río Turía. A 10 minutos de una estación de metro y a 2 /3 minutos de varias paradas de autobuses que comunican con otros barrios principales de la ciudad como El Cabanyal o Ruzafa.","Barrio tranquilo, con mucho comercio local, mercado y supermercados. Muchos restaurantes cerca. Cerca de una gran avenida por donde circulan muchos autobuses que conducen a todas las zonas de la ciudad",1134386,,,55%,f,t,t,Entire loft,Entire home/apt,2,1.0,1.0,$73.00,3,12,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
825,2053439,Luxury apartment Valencia Center,"Comfortable apartment in Valencia city center. High design, centrally located on quiet street . 80 meters square studio with 2 beds, dinner/leaving room with 1 portable bed, 1 bathroom with shower, kitchen. <br />Air conditioning and heating. <br />3 minutes walking from cathedral<br /><br /><b>The space</b><br />very quiet, prime zone, city center, very comfortable, high design<br /><br /><b>Guest access</b><br />we will wait at the apartment","Prime zone, very quiet. Very close from Cathedral and Almudin",10172001,within an hour,100%,94%,t,t,t,Entire loft,Entire home/apt,3,1.0,3.0,$120.00,3,1125,194,4.79,4.9,4.78,4.86,4.85,4.96,4.74,f
826,2060665,"Velero Lujo, 2 camarotes y 2 baños,Marina Valencia","Disfruta de un velero de lujo con wifi con dos camarotes dobles con baño privativo, salón comedor con cocina, cafetera nespresso, nevera, congelador, musica, televisión, en Marina Valencia, a 2’ de Valencia. Paz y tranquilidad. Capacidad hasta 4 personas. Oferta especial navega y duerme: navega 1 hora y alójate 1 noche por 350€. Increíble experiencia que en ningún hotel o apartamento podrás vivir.<br /><br /><b>The space</b><br />El entorno del náutico con todos los servicios de parking, restaurantes, playa y con acceso a alquiler de bicis, autobús y taxis.<br /><br /><b>Guest access</b><br />Si se pacta se puede navegar por los alrededores de Valencia con la posibilidad de quedarse fondeado frente a la playa del Saler o de la Malvarrosa para disfrutar de un exclusivo baño. 1 hora con patrón y refresco, 250€. 2 horas con una cata de jamón y vino, con patrón, 450€. Sé exclusivo y diferénciate del resto.<br /><br /><b>Other things to note</b><br />Si eliges la opción de navegar, podrás i",Un alojamiento exquisito para gente diferente. Te lo vas a perder?,10546463,,,,f,t,t,Boat,Entire home/apt,8,2.0,2.0,$58.00,1,30,9,4.33,4.22,4.0,4.56,4.78,4.56,4.22,f
827,2103536,Penthouse with terrace and pool,"The new Penthouse with the wonderfull terrace is just one kilometer from the long sandy beach of Valencia.<br /><br /><b>The space</b><br />With three bedrooms and two bathrooms is enough space for large families or a group of friends. The fully equipped kitchen leaves nothing to be desired. On the large terrace you can take at any time of the meals or relax on the sun loungers and comfortable lounge chairs. A highlight for children is the large pool in the beautiful garden of the house. Also includes a small playground.<br /><br />Save the additional cost of a rental car and use the easy access by public transportations. The metro station ""Maritim Serreria"" is only 5 minutes from the apartment and it takes just 10 minutes to the city center with the historic district. You have also a direct Connection to the airport. It takes only 30 minutes with the subway.<br /><br /><b>Guest access</b><br />Private terrace<br />Garden with pool and play ground of common use",,10725621,within an hour,100%,97%,f,t,t,Entire rental unit,Entire home/apt,6,3.0,4.0,$130.00,3,30,135,4.62,4.66,4.41,4.71,4.84,4.6,4.6,f
828,2146923,Great 3 bd flat historical centre,"Four apartments very well located in the historical city center,in a pedestrian square next to the Central Market. It´s in a charming renovated building with lift,  sunny and quiet, ideal for groups of friends, families with children or couples<br /><br /><b>The space</b><br />Bright apartments that can host 5 people comfortably, two in a double room with double bed ensuit bathroom, one single bedroom and another 2 in double room with two single beds<br /><br /><b>Guest access</b><br />The apartment has an elevator, air conditioning throughout the house and wifi.<br /><br /><b>Other things to note</b><br />Turist number: VT-32877-V, VT-32878-V, VT-32879-V, VT-32880-V<br />The loss of keys has a charge of  150€<br /><br /><b>License number</b><br />VT32878V","El Barrio del Carmen es uno de los mas emblemáticos de Valencia, situado en el centro histórico de la ciudad, donde se combinan los monumentos y paseos turisticos con las tapas, la restauracion y el ocio nocturno.",10959379,within an hour,100%,98%,f,t,t,Entire rental unit,Entire home/apt,5,3.0,4.0,$116.00,1,20,563,4.65,4.8,4.69,4.89,4.89,4.89,4.68,f
829,2162050,Cosy Room on the Valencia Beach,"A lovely 1 person Bedroom, Ideal for lone tourist, students and professionals alike. With all the mod con amenities available in the house and last but not the least the spectacular views of the beach from the flat.<br /><br /><b>The space</b><br />We can offer a cosy Single room for one person with comfortable bed. We want to be sure that you really have a nice sleep after a long day walk in Valencia. Clean bed linen will be provided.<br /><br />Furthermore in the bedroom you have a closet.<br /><br />There will be a shared bathroom which will be only be shared with one person. Shampoo, shower gel and towels will be provided as we think there are cooler stuff to be carried on you luggage.<br /><br />You are welcome to use the kitchen.<br /><br />Our flat is just in front of Malvarrosa Beach and fully accesible by public transport. Also near the Politecnic University of Valencia.<br /><br />It´s only 20 minutes from the airport by car and 40 minutes by metro.<br /><br />There are three",,4081508,within a few hours,89%,96%,f,t,t,Private room in rental unit,Private room,1,1.0,1.0,$24.00,29,1125,70,4.77,4.83,4.63,4.89,4.89,4.83,4.72,f
830,2211787,NEW COSY LOFT IN HEART OF VALENCIA,"Beautiful 1 bedroom apartment, 5 minutes walk from the Town Hall,Central Market and old town Metro and bus in the door.Full equipe(Wi-fi,computer,,air-conditioning,tv,dvd,frige,dishwasher,washer,iron,microwave,parquet,...)<br /><br /><b>The space</b><br />THE APARTMENT IS LOCATED IN A VILLA WITH QUALITY SERVICE AND TWO LIFTS IN THE CENTER OF TOWN WITH METRO AND BUS LINES IN THE SAME DOOR, AND MUNICIPAL SERVICE BIKE RENTAL (Valenbisi)<br />IN 5 MINUTES, WALK OR PUBLIC TRANSPORT, COME ALL POINTS OF INTEREST.<br />THE TRAIN STATION IS A 5 MINUTE WALK THE AIRPORT AND 20 MINUTES IN METRO.<br /><br /><b>Guest access</b><br />LOS HUESPEDES DISPONEN DE WI-FI,DETALLE DE BIENVENIDA Y PRODUCTOS PARA EL DESAYUNO (ZUMO,CAFE ,TOSTADAS) TOALLAS,SABANAS Y FUNDAS NORDICAS PARA  TODAS LAS PLAZAS DISPONIBLES.<br />EL PISO CONSTA DE, PARQUET, AIRE ACONDICIONADO FRIO-CALOR,CALEFACCION,LAVAVAJILLAS,NEVERA, LAVADORA,PLANCHA,MICROONDAS, TOSTADORA,CAFETERA NESPRESSO, TV, DVD,ORDENADOR CON WI-FI, COCINA INDUCCI","ESTAMOS EN EL CENTRO DE VALENCIA CON TODOS LOS SERVICIOS PARA SU COMODIDAD. SUPERMERCADO EN LA PUERTA, AGRADABLES RESTAURANTES JUNTO A LA CASA Y ENCANTADORES CAFES Y PASTELERIAS PARA DESAYUNOS Y MERIENDAS.",9855565,within an hour,92%,90%,f,t,t,Entire rental unit,Entire home/apt,4,1.0,3.0,$58.00,3,1125,403,4.78,4.87,4.79,4.9,4.95,4.85,4.8,f
